0	3.26095
1	3.09099
7	3.03758
8	3.20435
14	3.03025
15	3.10851
21	3.18339
22	3.10334
28	3.09004
29	3.0872
35	3.08958
36	2.9883
42	3.19242
43	3.01557
49	3.03376
50	3.10958
56	3.0683
57	3.15585
63	3.09834
64	3.19413
70	3.02146
71	3.13998
77	3.03247
78	3.14126
84	3.02204
85	3.18559
91	2.93572
92	3.06345
98	3.24503
99	3.21369
105	3.13435
106	2.97862
112	3.18916
113	3.19492
119	3.1535
120	3.16948
126	3.23176
127	3.11689
133	3.1915
134	3.05803
140	3.15514
141	3.06214
147	3.24009
148	3.06186
154	3.16869
155	3.10017
161	2.96626
162	3.13456
168	3.16577
169	2.95896
