0	1.82256
1	1.97418
2	1.96774
3	2.0612
4	2.02291
5	2.03152
6	1.93401
7	2.01214
8	1.99674
9	1.95256
10	1.93795
11	1.96566
12	2.01449
13	1.97958
14	2.001
15	1.93072
16	2.0858
17	2.08678
18	2.0414
19	2.1367
20	2.02505
21	1.92834
22	2.08489
23	1.9102
24	2.07338
25	1.9076
26	1.85026
27	1.9632
28	2.00469
29	2.02456
30	1.94511
31	2.00872
32	1.99901
33	1.95455
34	2.77977
35	1.95973
36	1.99242
37	1.91172
38	2.00141
39	2.03418
40	1.94081
41	2.00692
42	2.08777
43	2.06271
44	2.03801
45	2.0067
46	2.11796
47	2.02442
48	2.09108
49	1.93081
50	2.07121
51	2.11379
52	1.9499
53	2.05065
54	2.12112
55	1.96687
56	1.93391
57	2.03632
58	1.92486
59	2.02183
60	2.03587
61	1.92617
62	2.01727
63	2.0035
64	1.98343
65	1.96316
66	1.98187
67	1.94672
68	1.93379
69	1.9459
70	2.04339
71	1.99115
72	1.99198
73	1.9651
74	1.96308
75	1.98117
76	1.8923
77	1.92203
78	2.01351
79	1.93845
80	2.01849
81	2.15433
82	2.00723
83	1.99335
84	1.93035
85	2.01998
86	1.96573
87	1.94072
88	1.92257
89	1.88586
90	1.85596
91	1.90146
92	1.82681
93	1.96107
94	1.94818
95	1.94552
96	2.06231
97	1.93591
98	1.97182
99	1.93004
100	1.91744
101	1.92131
102	1.97418
103	1.96919
104	1.99257
105	1.96155
106	1.78795
107	1.93267
108	2.00506
109	1.86462
110	2.06576
111	1.9018
112	1.87243
113	1.97594
114	2.14385
115	1.95939
116	1.92003
117	1.99516
118	1.98072
119	2.01059
120	1.97853
121	2.00818
122	1.90399
123	2.03377
124	2.00595
125	2.06156
126	1.86224
127	2.04666
128	1.92054
129	2.0075
130	1.9606
131	2.02297
132	1.95278
133	1.95446
134	1.94485
135	2.01836
136	1.96067
137	1.98209
138	1.98464
139	1.94917
140	1.96955
141	1.95564
142	2.0326
143	1.95203
144	2.09819
145	1.92938
146	2.00544
147	1.85931
148	1.96337
149	1.96419
150	1.93988
151	1.93119
152	1.97874
153	1.89353
154	1.95105
155	1.85911
156	1.92808
157	1.96725
158	1.98595
159	1.9317
160	1.95716
161	1.98781
162	2.03972
163	1.8283
164	1.8808
165	1.87926
166	1.8795
167	1.89114
168	1.87363
169	1.85601
170	1.85662
171	1.84295
172	1.8873
173	1.85869
174	1.8745
175	1.85505
176	1.91996
177	1.88299
178	1.92061
179	1.8631
180	1.88416
181	1.86733
182	1.88458
183	1.89543
184	1.84655
185	1.86559
186	1.8727
187	1.87741
188	1.88356
